Index,Joueur,Age,Equipe,Position,Ligue,Matchs joues,Titularisations,Minutes jouees,Nombre de matchs de 90 minutes,Buts,Passes decisives,Buts + Passes decisives,Buts hors penalty,Penaltys marques,Penaltys tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG),Passes decisives attendues (xAG),Somme des buts et passes attendus hors penalty,Courses progressives,Passes progressives,Receptions progressives,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes decisives attendues par 90 minutes,Buts et passes attendus par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des contributions attendues par 90 minutes,Matchs de 90 minutes,Actions menant a un tir,Actions menant a un tir par 90 minutes,Actions menant a un tir via passe,Actions menant a un tir via passe arretee,Actions menant a un tir via dribble reussi,Actions menant a un tir via une tentative de tir,Actions menant a un tir via une faute subie,Actions menant a un tir via action d�fensive,Actions menant a un but,Actions menant a un but par 90 minutes,Actions menant a un but via passe,Actions menant a un but via passe arretee,Actions menant a un but via dribble reussi,Actions menant a un but via une tentative de tir,Actions menant a un but via une faute subie,Actions menant a un but via action defensive,Passes reussies,Passes tentees,Pourcentage de passes reussies,Distance totale des passes,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de passes courtes reussies,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de passes moyennes reussies,Passes longues reussies,Passes longues tentees,Pourcentage de passes longues reussies,Difference entre passes et passes attendues,Passes cles,Passes dans le dernier tiers,Passes dans la surface de r�paration,Centres dans la surface,Passes progressives.1,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentes,Interceptions,Tacles reussis,Penaltys obtenus,Penaltys concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs tentes,Penaltys marques.1,Penaltys tentes.1,Buts attendus hors penalty par tir,Difference entre buts marques et attendus,Difference entre buts hors penalty marques et attendus,Tacles,Tacles reussis.1,Tacles dans le tiers d�fensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Duels defensifs gagnes,Duels defensifs tentes,Pourcentage de duels gagnes,Duels perdus,Contres,Tirs contres,Passes bloquees,Interceptions.1,Total tacles + interceptions,Degagements,Erreurs menant a un tir,Minutes par match joue,Pourcentage de minutes jouees,Titularisations.1,Minutes par titularisation,Matchs complets,Remplacements,Minutes par entree en jeu,Matchs non joues,Points par match,Succes d equipe buts marques,Succes d equipe buts concedes,Succes d'�quipe �,Succes d equipe +/-90,Succes d equipe On-Off,Succes d equipe (xG) buts attendus marques,Succes d equipe (xG) buts attendus concedes,Succes d equipe (xG) difference xG (xG+/-),Succes d equipe (xG) difference xG par 90 minutes (xG+/-90),Succes d equipe (xG) On-Off,Touches de balle,Touches de balle surface defensive,Touches de balle tiers defensif,Touches de balle tiers median,Touches de balle tiers offensif,Touches de balle surface offensive,Touches de balle en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Dribbles arretes par l adversaire,Pourcentage de dribbles arretes,Portees de balle,Distance totale des portees de balle,Distance progressive des portees de balle,Portees progressives,Portees dans le dernier tiers,Portees jusqu a la surface de reparation
1029,Munir El Haddadi,29,Leganés,Attaquant,La Liga,14,6,507,5,1,0,1,1,0,0,1,0,0,0,0,1,4,13,22,0,0,0,0,0,0,0,0,0,0,5,8,1,4,0,1,1,2,0,1,0,0,0,0,1,0,0,95,138,68,1207,320,63,76,82,28,42,66,1,8,12,0,3,5,2,0,13,0,11,21,5,7,0,8,0,0,0,25,7,18,28,7,3,42,1,0,0,0,22,1,0,0,0,0,0,11,8,5,4,2,3,9,33,6,6,1,5,0,11,1,1,36,24,6,61,1,8,17,6,0,5,6,-1,0,0,4,9,-4,0,0,204,1,30,105,71,5,204,14,3,21,10,71,120,507,113,4,3,0
1030,Amadou Haidara,27,RB Leipzig,Milieu,Bundesliga,18,12,912,10,0,1,1,0,0,0,5,0,0,0,0,1,4,44,15,0,0,0,0,0,0,0,0,0,0,10,20,1,18,0,0,1,1,0,2,0,2,0,0,0,0,0,544,669,81,8492,2598,285,319,89,220,267,82,29,60,48,0,4,46,12,2,44,0,14,7,0,11,10,13,0,0,0,60,21,15,58,10,0,0,0,0,0,0,18,0,0,0,0,0,0,22,13,9,12,1,9,16,56,7,23,7,16,10,32,40,0,51,48,12,62,1,6,27,1,1,16,8,8,0,0,13,12,1,0,0,794,42,178,518,102,9,794,9,6,66,3,33,389,1367,557,4,5,0
1031,Massadio Haïdara,32,Brest,Défenseur,Ligue 1,11,10,786,8,0,0,0,0,0,0,3,1,0,0,0,0,15,38,35,0,0,0,0,0,0,0,0,0,0,8,7,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,316,406,77,4793,1968,168,181,92,132,174,75,10,34,29,0,2,25,3,0,38,1,11,18,0,26,12,7,1,0,0,30,13,6,68,6,0,0,0,0,0,0,20,0,0,0,0,0,0,11,7,7,4,0,5,14,35,9,5,0,5,12,23,47,0,71,41,10,78,6,1,3,1,1,17,12,5,0,1,12,15,-3,0,0,518,39,154,262,105,6,518,12,5,41,4,33,196,963,586,15,9,3
1032,Antoine Hainaut,22,Parma,Défenseur,Serie A,18,7,819,9,1,0,1,1,0,0,3,0,0,0,0,1,20,28,27,0,0,0,0,0,0,0,0,0,0,9,13,1,10,0,1,1,1,0,2,0,2,0,0,0,0,0,276,367,75,4366,1839,132,159,83,107,141,75,20,43,46,0,4,22,10,4,28,0,9,11,1,16,12,11,0,0,0,39,23,9,71,5,2,40,0,0,0,0,19,0,0,0,0,0,0,18,11,10,5,3,8,9,88,1,11,3,8,12,30,37,0,46,37,7,83,4,11,22,5,0,12,18,-6,0,0,9,15,-6,0,0,488,31,136,225,133,8,488,19,10,52,7,36,242,1273,677,20,10,2
1033,Mohamed Haj,19,Parma,Milieu,Serie A,13,3,389,4,1,2,3,1,0,0,3,0,0,0,1,1,6,12,24,0,0,0,0,0,0,0,0,0,0,4,19,4,15,1,1,1,1,0,2,0,1,0,0,1,0,0,99,131,75,1509,482,43,53,81,38,47,80,7,13,53,0,8,12,5,3,12,0,4,10,0,7,4,1,0,0,0,13,5,4,55,6,3,50,1,0,0,0,16,0,0,0,0,0,0,2,1,1,1,0,1,1,100,0,3,1,2,4,6,5,0,30,18,3,53,0,10,23,10,0,9,9,0,0,0,8,9,-1,0,0,181,9,28,74,83,17,181,12,4,33,8,66,104,427,174,6,3,4
1034,Achraf Hakimi,26,Paris S-G,Défenseur,Ligue 1,16,16,1388,15,2,5,7,2,0,0,2,0,2,2,5,7,69,111,194,0,0,0,0,0,0,0,0,0,0,15,76,4,67,2,3,0,3,1,8,0,7,0,1,0,0,0,1267,1436,88,16897,5009,816,869,93,357,412,86,38,59,64,0,38,83,25,7,111,0,11,19,6,61,22,29,0,0,0,96,7,9,43,21,8,38,1,0,0,0,19,3,0,0,0,0,0,38,29,15,15,8,22,35,62,13,16,1,15,22,60,11,2,87,73,16,87,14,0,0,2,2,45,12,33,2,1,42,13,28,1,0,1596,29,294,636,674,58,1596,39,20,51,17,43,940,4161,2481,69,34,18
1035,Lewis Hall,20,Newcastle Utd,Défenseur,Premier League,24,21,1919,21,0,3,3,0,0,0,3,0,0,0,3,4,37,109,71,0,0,0,0,0,0,0,0,0,0,21,57,2,40,16,0,0,1,0,4,0,3,1,0,0,0,0,1158,1416,81,19625,7792,575,629,91,475,556,85,91,179,50,0,30,102,13,3,109,0,7,18,1,99,16,28,0,0,0,104,29,27,51,11,1,9,0,0,0,0,18,0,0,0,0,0,0,38,28,15,15,8,24,54,44,30,30,16,14,16,54,69,2,80,88,21,87,15,3,30,0,1,41,22,19,0,3,38,23,15,0,2,1611,81,555,700,374,45,1611,16,8,50,6,37,877,4023,2161,37,22,11
1036,Sébastien Haller,30,Leganés,Attaquant,La Liga,8,5,404,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,54,90,60,648,93,35,50,70,13,24,54,2,4,50,0,1,4,0,0,4,0,4,5,7,0,0,0,0,0,0,10,26,17,60,4,1,25,0,0,0,0,14,0,0,0,0,0,0,2,0,1,0,1,1,2,50,1,1,0,1,0,2,7,0,51,19,5,71,1,3,16,4,0,2,9,-7,-1,-1,2,7,-5,-1,0,129,7,21,66,45,11,129,3,1,33,1,33,56,227,105,3,2,0
1037,Ali Al Hamadi,22,Ipswich Town,Attaquant,Premier League,11,0,134,1,0,0,0,0,0,0,3,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,1,8,5,4,0,3,0,1,0,0,0,0,0,0,0,0,0,25,30,83,278,29,20,23,87,5,7,71,0,0,0,0,2,0,0,0,3,0,8,3,1,0,0,0,0,0,0,4,5,9,35,4,0,0,2,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,1,2,0,12,6,0,0,0,11,12,2,0,1,5,-4,-2,-1,1,3,-2,-1,0,53,2,6,20,30,9,53,7,4,57,3,42,29,187,111,4,3,4
1038,Andreas Hanche-Olsen,28,Mainz 05,Défenseur,Bundesliga,10,5,530,5,0,1,1,0,0,0,3,1,0,0,0,0,1,16,3,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,215,260,82,3825,1213,85,87,97,114,129,88,15,38,39,0,1,14,0,0,16,1,11,2,0,0,3,2,0,0,0,12,20,8,71,3,0,0,0,0,0,0,10,0,0,0,0,0,0,7,2,3,3,1,1,2,50,1,12,10,2,3,10,28,1,53,28,5,78,4,5,28,5,1,11,11,0,0,0,9,10,-1,0,0,320,43,172,140,9,4,320,0,0,0,0,0,146,595,275,1,1,0
1039,Florent Hanin,35,Angers,Défenseur,Ligue 1,20,18,1556,17,1,2,3,1,0,0,1,0,0,0,1,2,27,67,74,0,0,0,0,0,0,0,0,0,0,17,39,2,30,3,0,1,3,2,6,0,6,0,0,0,0,0,749,976,76,11937,5085,419,468,89,250,347,72,64,115,55,0,15,63,19,13,67,0,6,20,0,63,31,30,0,0,0,79,12,23,34,9,1,11,0,0,0,1,21,0,0,0,0,0,0,36,30,20,10,6,20,37,54,17,11,4,7,31,67,62,2,78,82,18,84,11,2,21,1,1,20,24,-4,0,1,22,27,-4,0,0,1162,58,381,512,282,14,1162,10,4,40,5,50,547,2424,1308,27,23,3
1040,Ridgeciano Haps,31,Venezia,Défenseur,Serie A,15,11,1013,11,0,0,0,0,0,0,3,0,1,1,0,1,17,41,31,0,0,0,0,0,0,0,0,0,0,11,16,1,12,0,1,2,1,0,0,0,0,0,0,0,0,0,361,460,78,6173,2173,153,167,91,178,216,82,23,48,47,0,5,29,10,5,41,0,10,11,0,19,6,10,0,1,0,38,8,14,36,13,2,15,1,0,0,0,17,0,0,0,0,-1,-1,17,10,14,2,1,9,15,60,6,14,3,11,6,23,39,0,68,46,11,79,5,4,37,7,0,13,17,-4,0,0,12,16,-4,0,0,566,48,207,262,106,18,566,11,5,45,2,18,292,1568,958,17,9,4
1041,Amine Harit,27,Marseille,Milieu,Ligue 1,9,8,472,5,2,3,5,2,0,0,0,1,0,0,1,2,12,33,21,0,0,0,0,0,0,0,0,0,0,5,27,5,22,2,1,0,1,1,7,1,6,0,0,0,1,0,188,225,83,2667,787,110,118,93,67,75,89,6,14,42,1,16,18,6,0,33,0,5,12,0,6,3,6,1,0,0,20,1,4,20,5,3,60,0,0,0,0,18,0,0,0,0,1,1,7,6,0,5,2,1,2,50,1,6,0,6,3,10,1,1,52,25,8,59,0,1,3,1,1,17,5,12,2,1,9,5,3,0,0,273,1,25,144,106,14,273,17,8,47,7,41,191,1004,508,12,14,3
1042,Marcus Harness,28,Ipswich Town,Milieu,Premier League,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,62,89,23,9,11,81,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,2,1,1,0,1,1,0,23,2,0,0,0,2,23,0,0,0,2,-2,-4,-2,0,1,-1,-2,-1,22,4,7,2,13,3,22,1,0,0,1,100,9,49,14,0,0,0
1043,Phil Harres,22,Holstein Kiel,Attaquant,Bundesliga,14,13,1085,12,7,1,8,7,0,0,1,0,3,3,1,4,8,9,49,0,0,0,0,0,0,0,0,0,0,12,17,1,10,0,0,3,4,0,5,0,1,0,0,2,2,0,103,182,56,1747,264,51,84,60,35,59,59,13,17,76,0,8,10,2,1,9,0,26,17,4,2,4,9,0,0,0,28,35,46,43,28,14,50,2,1,0,0,13,0,0,0,0,3,3,9,9,2,4,3,4,6,66,2,10,3,7,4,13,10,0,78,57,13,83,6,1,11,1,0,19,28,-9,0,0,12,18,-6,0,0,331,12,39,177,119,42,331,17,5,29,11,64,170,726,270,8,11,7
1044,Jack Harrison,28,Everton,Attaquant,Premier League,19,12,1000,11,0,0,0,0,0,0,0,0,2,2,2,4,24,25,59,0,0,0,0,0,0,0,0,0,0,11,23,2,17,2,1,1,2,0,2,0,1,0,0,0,1,0,183,285,64,2637,1017,116,140,82,44,69,63,12,34,35,-2,14,17,10,1,25,0,7,15,3,38,5,12,0,0,0,40,3,11,21,16,4,25,1,0,0,0,15,0,0,0,0,-2,-2,18,12,8,4,6,9,22,40,13,6,0,6,5,23,20,2,53,48,12,71,3,7,22,4,1,10,15,-5,0,0,11,18,-6,0,0,431,19,85,149,200,38,431,38,11,28,23,60,250,1325,646,24,10,8
1045,Abdou Harroui,27,Hellas Verona,Milieu,Serie A,10,5,463,5,1,2,3,1,0,0,1,0,2,2,0,2,23,21,34,0,0,0,0,0,0,0,0,0,0,5,15,2,13,0,2,0,0,0,3,0,3,0,0,0,0,0,160,202,79,2324,580,96,106,90,54,69,78,6,15,40,1,4,16,3,2,21,0,10,3,0,9,2,6,0,0,0,22,8,7,53,15,4,26,2,0,0,0,17,1,0,0,0,-1,-1,9,6,6,3,0,4,4,100,0,5,0,5,2,11,5,0,46,21,5,65,1,5,27,1,1,8,12,-4,0,0,6,10,-4,0,0,283,5,41,144,105,17,283,20,6,30,13,65,175,1241,631,23,20,4
1046,Taylor Harwood-Bellis,23,Southampton,Défenseur,Premier League,23,22,1895,21,1,0,1,1,0,0,7,0,1,1,0,2,19,92,7,0,0,0,0,0,0,0,0,0,0,21,29,1,24,0,0,3,1,1,2,0,1,0,0,1,0,0,1375,1562,88,25384,9146,515,551,93,727,795,91,121,191,63,0,11,135,6,0,92,0,25,11,0,9,25,14,0,0,0,87,41,25,62,16,6,37,0,0,0,0,10,0,0,0,0,0,0,21,14,10,8,3,14,23,60,9,49,30,19,25,46,91,6,82,87,22,86,19,1,10,0,0,15,45,-30,-1,0,19,46,-26,-1,0,1775,240,829,822,131,28,1775,3,3,100,0,0,1003,4466,2576,19,23,0
1047,Hans Hateboer,31,Rennes,Défenseur,Ligue 1,20,15,1379,15,0,0,0,0,0,0,3,0,0,0,1,1,19,77,54,0,0,0,0,0,0,0,0,0,0,15,22,1,21,0,0,1,0,0,1,0,1,0,0,0,0,0,785,934,84,13664,4979,320,349,91,389,442,88,58,92,63,-1,13,66,10,4,77,0,16,9,2,29,24,15,0,0,0,55,30,19,61,7,0,0,0,0,0,0,14,0,0,0,0,0,0,25,15,11,9,5,13,28,46,15,16,6,10,24,49,49,1,69,73,15,85,12,5,22,0,1,22,22,0,0,0,18,18,0,0,0,1075,63,395,512,171,15,1075,9,6,66,2,22,557,2830,1624,19,16,4
1048,Kjetil Haug,26,Toulouse,Gardien,Ligue 1,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,65,488,393,3,3,100,5,5,100,7,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,4,1,90,1,0,0,3,1,2,2,0,0,0,0,0,0,0,0,25,20,25,0,0,0,25,0,0,0,0,0,11,64,54,0,0,0
1049,Kai Havertz,25,Arsenal,Attaquant,Premier League,21,21,1839,20,9,3,12,9,0,0,4,0,9,9,2,11,34,59,110,0,0,0,0,0,0,0,0,0,0,20,41,2,34,0,1,6,0,0,3,0,2,0,0,1,0,0,401,511,78,4833,1010,281,334,84,94,114,82,5,11,45,0,16,26,8,1,59,0,36,21,14,11,6,9,0,0,0,39,62,73,45,52,21,40,2,1,0,0,11,0,0,0,0,0,0,16,9,3,6,7,4,15,26,11,22,4,18,6,22,31,1,88,85,21,88,18,0,0,1,2,39,20,19,0,-1,33,19,14,0,0,768,31,88,282,403,103,768,38,9,23,24,63,411,1957,922,34,23,18
1050,Jan Paul van Hecke,24,Brighton,Défenseur,Premier League,22,21,1880,20,0,1,1,0,0,0,4,0,0,0,1,1,39,167,5,0,0,0,0,0,0,0,0,0,0,20,41,1,37,1,0,3,0,0,3,0,3,0,0,0,0,0,1387,1557,89,27450,10472,467,502,93,755,807,93,156,222,70,0,12,149,11,4,167,0,16,11,0,10,18,19,0,0,0,92,52,38,57,10,2,20,0,0,0,0,15,0,0,0,0,0,0,30,19,17,12,1,15,30,50,15,27,15,12,18,48,80,2,85,87,21,89,20,1,9,0,1,29,30,-1,0,0,28,28,0,0,1,1747,170,728,908,124,21,1747,8,3,37,4,50,1188,7326,5025,39,37,0
1051,Hwang Hee-chan,29,Wolves,Milieu,Premier League,17,5,620,6,2,0,2,2,0,0,0,0,0,0,0,0,14,11,38,0,0,0,0,0,0,0,0,0,0,6,9,1,8,0,0,1,0,0,1,0,1,0,0,0,0,0,151,186,81,1986,374,99,115,86,40,47,85,4,4,100,0,3,6,4,2,11,0,6,8,0,8,2,4,0,0,0,27,3,9,25,5,3,60,0,0,0,0,17,0,0,0,0,1,1,6,4,2,1,3,2,6,33,4,9,0,9,2,8,11,0,36,28,5,69,1,12,23,3,0,7,17,-10,-1,0,7,11,-3,0,0,248,9,39,95,116,22,248,11,1,9,10,90,141,893,414,14,5,7
1052,Dean Henderson,27,Crystal Palace,Gardien,Premier League,24,24,2160,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,473,778,60,12781,8301,113,113,100,231,232,99,125,428,29,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,18,10,1,90,1,0,0,0,0,0,0,14,0,0,0,0,0,0,2,1,2,0,0,2,4,50,2,0,0,0,0,2,15,0,90,100,24,90,24,0,0,0,1,28,30,-2,0,0,33,32,1,0,0,841,678,839,1,1,1,841,0,0,0,0,0,486,2876,1286,0,0,0
1053,Liam Henderson,28,Empoli,Milieu,Serie A,23,15,1379,15,0,2,2,0,0,0,7,0,0,0,2,2,6,61,27,0,0,0,0,0,0,0,0,0,0,15,37,2,29,7,1,0,0,0,3,0,3,0,0,0,0,0,411,553,74,7092,2289,174,215,80,181,217,83,37,87,42,0,22,50,10,6,61,0,47,12,1,45,11,13,0,0,0,49,6,12,33,8,1,12,0,0,0,0,30,0,0,0,0,0,0,27,13,12,13,2,15,34,44,19,13,5,8,11,38,30,0,60,63,15,82,6,8,19,0,0,13,22,-9,0,0,12,20,-8,0,0,662,33,160,381,126,3,662,6,4,66,1,16,247,1083,436,6,8,0
1054,Ramon Hendriks,23,Stuttgart,Défenseur,Bundesliga,15,5,585,6,0,0,0,0,0,0,1,0,0,0,0,0,4,14,17,0,0,0,0,0,0,0,0,0,0,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,270,327,82,4259,1705,151,161,93,100,119,84,12,34,35,0,1,25,1,1,14,0,5,11,0,7,13,4,0,0,0,17,11,11,50,1,1,100,0,0,0,0,11,0,0,0,0,0,0,12,4,7,5,0,6,9,66,3,7,0,7,13,25,26,0,39,31,5,85,4,10,16,5,1,13,9,4,0,0,10,10,0,0,0,399,27,150,201,48,3,399,3,2,66,1,33,182,803,352,4,1,1
1055,Paul Hennrich,19,Hoffenheim,Milieu,Bundesliga,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,66,24,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,1,12,0,1,1,0,1,7,8,0,0,0,1,2,6,0,2,0,4,0,6,2,0,0,1,50,3,27,10,1,0,0
1056,Benjamin Henrichs,27,RB Leipzig,Défenseur,Bundesliga,15,10,935,10,0,2,2,0,0,0,3,0,0,0,1,1,9,29,55,0,0,0,0,0,0,0,0,0,0,10,20,1,18,1,0,1,0,0,4,0,4,0,0,0,0,0,360,476,75,5784,2051,197,224,87,136,169,80,21,54,38,0,11,33,10,3,29,0,13,9,0,19,15,16,0,0,0,60,8,5,61,11,1,9,1,0,0,0,22,1,0,0,0,0,0,32,16,18,10,4,14,27,51,13,22,3,19,15,47,33,0,62,49,10,84,6,5,19,0,1,17,20,-3,0,-1,12,16,-3,0,0,606,42,189,269,154,8,606,13,9,69,4,30,290,1285,438,9,7,0
1057,Luis Henrique,23,Marseille,Défenseur,Ligue 1,21,19,1655,18,7,4,11,7,0,0,0,0,2,2,2,5,55,84,158,0,0,0,0,0,0,0,0,0,0,18,70,3,55,6,6,3,0,0,11,0,11,0,0,0,0,0,668,832,80,10407,3105,366,418,87,246,300,82,42,78,53,1,32,57,24,10,84,0,6,6,6,56,5,7,0,0,0,74,0,1,0,18,9,50,0,0,0,0,14,0,0,0,0,4,4,12,7,4,6,2,7,7,100,0,10,2,8,5,17,22,0,79,87,19,84,10,2,32,0,2,38,22,16,0,0,32,24,7,0,0,957,22,155,375,437,57,957,51,28,54,22,43,563,3126,1728,55,35,22
1058,Rico Henry,27,Brentford,Défenseur,Premier League,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,0,1,22,1,0,0,0,0,0,2,5,40,44,28,1,3,33,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,4,0,0,0,0,1,4,1,1,1,0,1,22,22,0,0,0,2,2,6,0,4,1,1,0,6,0,0,0,0,0,2,5,0,0,0,0
1059,Mads Hermansen,24,Leicester City,Gardien,Premier League,17,17,1485,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,409,638,64,10528,7823,106,108,98,181,190,95,122,336,36,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0,0,9,2,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,1,0,1,0,1,8,2,87,68,17,87,16,0,0,0,0,21,35,-14,0,1,16,33,-17,-1,0,688,514,661,28,0,0,688,1,1,100,0,0,436,2188,1146,0,0,0
1060,Mario Hermoso,29,Roma,Défenseur,Serie A,8,2,251,2,0,0,0,0,0,0,2,1,0,0,0,0,3,14,5,0,0,0,0,0,0,0,0,0,0,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,182,202,90,3429,979,67,74,90,100,106,94,15,19,78,0,0,17,2,1,14,1,7,1,0,3,4,1,0,0,0,11,3,5,37,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,1,2,0,0,0,1,0,1,1,1,0,4,6,13,0,31,11,2,77,1,6,16,5,1,2,7,-5,-1,-2,2,6,-3,-1,-1,227,24,97,113,18,1,227,3,2,66,1,33,104,455,250,3,1,0
1061,Mario Hermoso,29,Leverkusen,Défenseur,Bundesliga,2,1,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,64,76,84,1084,347,30,33,90,28,32,87,4,8,50,0,1,7,0,0,7,0,2,1,0,3,2,0,0,0,0,7,5,2,71,2,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,57,6,1,90,1,1,23,0,2,0,0,0,0,-1,1,1,0,0,0,91,12,24,57,10,3,91,2,1,50,1,50,41,127,74,0,0,0
1062,Javi Hernández,26,Leganés,Défenseur,La Liga,17,14,1216,13,0,1,1,0,0,0,2,0,0,0,0,1,20,31,47,0,0,0,0,0,0,0,0,0,0,13,15,1,14,0,0,0,0,1,1,0,1,0,0,0,0,0,371,509,72,5890,2250,200,241,83,142,176,80,21,61,34,0,10,23,6,2,31,0,30,5,3,27,17,12,0,0,0,57,12,11,52,5,1,20,0,0,0,0,19,1,0,0,0,0,0,19,12,10,6,3,11,28,39,17,16,3,13,17,36,58,0,72,58,14,83,10,3,17,5,1,10,18,-8,0,0,9,21,-12,0,0,662,67,246,291,134,10,662,15,9,60,6,40,282,1429,766,20,15,2
1063,Aridane Hernández,35,Rayo Vallecano,Défenseur,La Liga,4,2,204,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,88,86,1653,641,17,19,89,49,54,90,10,15,66,0,0,8,0,0,16,0,1,4,0,0,2,1,0,0,1,8,9,1,90,2,1,50,0,0,0,0,10,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,1,1,2,4,17,0,51,9,2,80,1,2,22,19,1,2,5,-3,-1,-1,4,3,0,0,0,116,16,48,65,3,2,116,1,0,0,0,0,49,317,177,1,0,0
1064,Lucas Hernández,28,Paris S-G,Défenseur,Ligue 1,7,3,285,3,0,0,0,0,0,0,1,0,0,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,230,258,89,4123,1313,77,83,92,137,145,94,11,17,64,0,0,15,0,0,11,0,5,2,0,0,1,7,0,0,0,15,6,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,6,3,1,6,9,66,3,3,0,3,1,11,9,0,41,15,3,60,0,4,26,0,2,10,3,7,2,0,9,3,6,1,0,289,21,105,171,13,0,289,0,0,0,0,0,130,486,291,1,4,0
1065,Theo Hernández,27,Milan,Défenseur,Serie A,20,17,1579,17,3,2,5,3,0,1,2,1,2,1,2,3,53,65,79,0,0,0,0,0,0,0,0,0,0,17,62,3,35,14,5,5,2,1,7,0,4,1,0,1,0,1,785,932,84,12384,3787,413,439,94,295,335,88,50,105,47,0,28,58,16,5,65,0,8,30,0,64,13,16,0,1,0,74,14,7,66,28,8,28,1,0,0,0,20,2,0,1,0,1,1,22,16,17,2,3,12,19,63,7,12,5,7,13,35,43,3,79,76,17,86,14,3,37,1,1,31,18,13,0,1,30,18,12,0,0,1087,47,286,508,310,35,1086,33,12,36,16,48,579,3442,2042,53,28,13
